firm_ident,return,beta,year,
93,-0.004190065,NA,2001,
94,-0.004190065,NA,2001,
95,-0.085754464,1.258291799,2001,
96,-0.004190065,NA,2001,
97,-0.004190065,NA,2001,
98,0.098664202,1.248908163,2001,
99,-0.004179472,1.081631913,2001,
100,-0.004190065,NA,2001,
101,-0.042242893,1.025072642,2001,
102,-0.004190065,NA,2001,
103,0.006362518,0.94613689,2001,
104,NA,NA,2001,
105,-0.004190065,NA,2001,
106,NA,NA,2001,
107,-0.004190065,NA,2001,
108,-0.004190065,NA,2001,
109,-0.004190065,NA,2001,
110,-0.004190065,NA,2001,
111,0.01213222,0.872225526,2001,
112,-0.004190065,NA,2001,
113,-0.004190065,NA,2001,
114,-0.002115908,1.094669093,2001,
115,NA,NA,2001,
116,-0.004190065,NA,2001,
117,NA,NA,2001,
118,-0.004190065,NA,2001,
119,-0.004190065,NA,2001,
120,NA,NA,2001,
121,-0.004190065,NA,2001,
122,-0.004190065,NA,2001,
123,-0.004190065,NA,2001,
124,0.027358775,1.316718737,2001,
125,-0.004190065,NA,2001,
126,-0.004190065,NA,2001,
127,-0.004190065,NA,2001,
128,0.072586063,1.163017145,2001,
129,-0.004190065,NA,2001,
130,0.001254136,0.66087061,2001,
131,-0.001648096,0.889890793,2001,
132,-0.004190065,NA,2001,
133,-0.072729787,0.997419784,2001,
134,0.042952817,1.244928541,2001,
135,-0.056502223,1.054100354,2001,
136,-0.004190065,NA,2001,
137,0.01279159,1.116419029,2001,
138,-0.004190065,NA,2001,
139,0.027191094,1.338377666,2001,
140,-0.022257953,1.170269496,2001,
141,-0.004190065,NA,2001,
142,-0.004190065,NA,2001,
143,-0.004190065,NA,2001,
144,-0.094462755,0.884257464,2001,
145,-0.004190065,NA,2001,
146,-0.004190065,NA,2001,
147,-0.017252804,1.288717282,2001,
148,0.03084592,1.170269496,2001,
149,-0.004190065,NA,2001,
150,0.016521212,0.889890793,2001,
151,-0.004190065,NA,2001,
152,-0.004190065,NA,2001,
153,-0.004190065,NA,2001,
154,-0.004190065,NA,2001,
155,-0.004190065,NA,2001,
156,NA,NA,2001,
157,-0.004190065,NA,2001,
158,-0.004190065,NA,2001,
159,NA,NA,2001,
160,-0.004190065,NA,2001,
161,0.033969088,1.244928541,2001,
162,-0.004190065,NA,2001,
163,-0.004190065,NA,2001,
164,-0.004190065,NA,2001,
165,0.007074411,1.064645954,2001,
166,-0.005254888,1.016466129,2001,
167,NA,NA,2001,
168,-0.004190065,NA,2001,
169,0.011745251,0.940652303,2001,
170,-0.004190065,NA,2001,
171,-0.004190065,NA,2001,
172,-0.004190065,NA,2001,
173,-0.004190065,NA,2001,
174,0.030703846,1.234008606,2001,
175,NA,NA,2001,
176,NA,NA,2001,
177,-0.004190065,NA,2001,
178,-0.004190065,NA,2001,
179,-0.091793317,0.680199291,2001,
180,-0.004190065,NA,2001,
181,-0.033601946,1.295782571,2001,
182,-0.004190065,NA,2001,
183,-0.008676719,1.234008606,2001,
184,-0.004190065,NA,2001,
185,-0.004190065,NA,2001,
186,-0.004190065,NA,2001,
187,0.035913201,1.273622806,2001,
188,-0.004190065,NA,2001,
189,NA,NA,2001,
190,-0.056537858,0.884257464,2001,
191,-0.004190065,NA,2001,
192,-0.006640025,0.994280432,2001,
193,0.00444582,1.054100354,2001,
194,0.009698824,0.997419784,2001,
195,-0.034930428,0.940652303,2001,
196,-0.004190065,NA,2001,
197,-0.004190065,NA,2001,
198,NA,NA,2001,
199,0.116935727,1.207384859,2001,
200,0.022269705,0.94613689,2001,
201,-0.004190065,NA,2001,
202,0.010149098,1.210918247,2001,
203,-0.008087301,0.978904339,2001,
204,0.023064015,0.758987667,2001,
205,-0.004190065,NA,2001,
206,-0.004190065,NA,2001,
207,-0.004190065,NA,2001,
208,-0.045293612,1.273622806,2001,
209,NA,NA,2001,
210,-0.004190065,NA,2001,
211,-0.004190065,NA,2001,
212,-0.029292116,1.308472492,2001,
213,NA,NA,2001,
214,-0.004190065,NA,2001,
215,NA,NA,2001,
216,-0.057730743,1.165567446,2001,
217,-0.004190065,NA,2001,
218,NA,NA,2001,
219,-0.004190065,NA,2001,
220,-0.004190065,NA,2001,
221,NA,NA,2001,
222,0.028683429,1.213379236,2001,
223,-0.004190065,NA,2001,
224,-0.004190065,NA,2001,
225,-0.004190065,NA,2001,
226,-0.004190065,NA,2001,
227,NA,NA,2001,
228,-0.004190065,NA,2001,
229,-0.004190065,NA,2001,
230,-0.004190065,NA,2001,
231,-0.087523398,1.288717282,2001,
232,-0.001486143,0.963879159,2001,
233,NA,NA,2001,
234,-0.004190065,NA,2001,
235,-0.004190065,NA,2001,
236,NA,NA,2001,
237,-0.004190065,NA,2001,
238,-0.004190065,NA,2001,
239,NA,NA,2001,
240,-0.052991595,1.044047302,2001,
241,-0.004190065,NA,2001,
242,-0.004190065,NA,2001,
243,-0.004190065,NA,2001,
244,-0.004190065,NA,2001,
245,-0.004190065,NA,2001,
246,NA,NA,2001,
247,0.060152396,1.163017145,2001,
248,-0.004190065,NA,2001,
249,-0.004190065,NA,2001,
250,-0.004190065,NA,2001,
251,-0.004190065,NA,2001,
252,-0.004190065,NA,2001,
253,-0.004190065,NA,2001,
254,NA,NA,2001,
255,0.017825989,1.275663494,2001,
256,-0.004190065,NA,2001,
257,-0.004190065,NA,2001,
258,-0.004190065,NA,2001,
259,-0.004190065,NA,2001,
260,-0.004190065,NA,2001,
261,-0.004190065,NA,2001,
262,-0.004190065,NA,2001,
263,-0.004190065,NA,2001,
264,0.059346808,1.074155871,2001,
265,-0.004190065,NA,2001,
266,-0.004190065,NA,2001,
267,0.014404743,0.969070646,2001,
268,-0.004190065,NA,2001,
269,-0.004190065,NA,2001,
270,-0.004190065,NA,2001,
271,-0.004190065,NA,2001,
272,-0.004190065,NA,2001,
273,-0.004190065,NA,2001,
274,-0.057297393,0.873803458,2001,
275,-0.003311775,0.967301705,2001,
276,-0.004190065,NA,2001,
277,0.017187325,1.377575195,2001,
278,-0.040420257,1.221273657,2001,
279,-0.004190065,NA,2001,
280,-0.004190065,NA,2001,
281,NA,NA,2001,
282,0.017717072,1.044047302,2001,
283,-0.005101726,1.538940422,2001,
284,0.012441811,1.364235453,2001,
285,-0.004190065,NA,2001,
286,-0.032921243,0.920989017,2001,
287,-0.004190065,NA,2001,
288,NA,NA,2001,
289,NA,NA,2001,
290,-0.004190065,NA,2001,
291,-0.004190065,NA,2001,
292,-0.004190065,NA,2001,
293,-0.004190065,NA,2001,
294,-0.004190065,NA,2001,
295,-0.004190065,NA,2001,
296,0.026801322,1.258291799,2001,
297,-0.004190065,NA,2001,
298,-0.004190065,NA,2001,
299,-0.004190065,NA,2001,
300,NA,NA,2001,
301,0.037450383,1.025072642,2001,
302,-0.004190065,NA,2001,
303,-0.044000575,1.165567446,2001,
304,0.021355585,1.273622806,2001,
305,-0.004190065,NA,2001,
306,-0.004190065,NA,2001,
307,-0.021255822,1.438487969,2001,
308,-0.011684213,1.258291799,2001,
309,-0.004190065,NA,2001,
310,NA,NA,2001,
311,-0.004190065,NA,2001,
312,-0.004190065,NA,2001,
313,NA,NA,2001,
314,-0.004190065,NA,2001,
315,-0.004190065,NA,2001,
316,0.038596264,1.412776586,2001,
317,-0.004190065,NA,2001,
318,0.001417857,0.758987667,2001,
319,-0.004190065,NA,2001,
320,0.010365505,1.114462993,2001,
321,0.025075335,1.223713656,2001,
322,-0.004190065,NA,2001,
323,-0.004190065,NA,2001,
324,-0.004190065,NA,2001,
325,0.002526313,0.978904339,2001,
326,-0.004190065,NA,2001,
327,-0.004190065,NA,2001,
328,-0.004190065,NA,2001,
329,-0.004190065,NA,2001,
330,-0.004190065,NA,2001,
331,0.005193727,1.223713656,2001,
332,-0.004190065,NA,2001,
333,-0.004190065,NA,2001,
334,-0.004190065,NA,2001,
335,-0.004190065,NA,2001,
336,-0.004190065,NA,2001,
337,-0.004190065,NA,2001,
338,-0.004190065,NA,2001,
339,-0.004190065,NA,2001,
340,NA,NA,2001,
341,-0.004190065,NA,2001,
342,-0.004190065,NA,2001,
343,-0.004190065,NA,2001,
344,-0.004190065,NA,2001,
345,-0.004190065,NA,2001,
346,-0.004190065,NA,2001,
347,0.010802539,0.888508789,2001,
348,-0.004190065,NA,2001,
349,-0.004190065,NA,2001,
350,0.002715842,0.978904339,2001,
351,-0.034287925,0.923126643,2001,
352,-0.028259388,0.977668435,2001,
353,-0.004190065,NA,2001,
354,-0.024442393,1.134109133,2001,
355,-0.004190065,NA,2001,
356,-0.004190065,NA,2001,
357,-0.004190065,NA,2001,
358,-0.004190065,NA,2001,
359,-0.003106035,0.994280432,2001,
360,-0.004190065,NA,2001,
361,-0.004190065,NA,2001,
362,-0.004190065,NA,2001,
363,-0.004190065,NA,2001,
364,-0.004190065,NA,2001,
365,-0.004190065,NA,2001,
366,-0.005294633,0.914116855,2001,
367,NA,NA,2001,
368,-0.004190065,NA,2001,
369,-0.004190065,NA,2001,
370,-0.004190065,NA,2001,
371,-0.004190065,NA,2001,
372,NA,NA,2001,
373,-0.004190065,NA,2001,
374,-0.004190065,NA,2001,
375,-0.004190065,NA,2001,
376,-0.004190065,NA,2001,
377,-0.004190065,NA,2001,
378,-0.004190065,NA,2001,
379,-0.004190065,NA,2001,
380,-0.008631346,1.071741606,2001,
381,-0.004190065,NA,2001,
382,-0.004190065,NA,2001,
383,-0.015128625,1.134109133,2001,
384,-0.004190065,NA,2001,
385,0.020269551,1.024446326,2001,
386,-0.004190065,NA,2001,
387,0.020560099,1.062511272,2001,
388,-0.004190065,NA,2001,
389,-0.004190065,NA,2001,
390,-0.004190065,NA,2001,
391,-0.053589918,1.156761022,2001,
392,-0.005258707,1.169619725,2001,
393,-0.004190065,NA,2001,
394,-0.004190065,NA,2001,
395,-0.004190065,NA,2001,
396,-0.003469223,1.142163157,2001,
397,-0.086799499,1.238362373,2001,
398,NA,NA,2001,
399,-0.028883877,1.235073152,2001,
400,0.065120967,1.012282597,2001,
401,-0.004190065,NA,2001,
402,-0.004190065,NA,2001,
403,-0.004190065,0.969070646,2001,
404,-0.004190065,NA,2001,
405,-0.004190065,NA,2001,
406,0.040772684,0.969070646,2001,
407,-0.004190065,NA,2001,
408,-0.004190065,NA,2001,
409,NA,NA,2001,
410,0.03312129,1.223713656,2001,
411,-0.004190065,NA,2001,
412,-0.004190065,NA,2001,
413,-0.025590321,0.963879159,2001,
414,NA,NA,2001,
415,-0.010294281,0.969975388,2001,
416,-0.004190065,NA,2001,
417,-0.004190065,NA,2001,
418,NA,NA,2001,
419,-0.004190065,NA,2001,
420,NA,NA,2001,
421,-0.108975206,1.427334209,2001,
422,0.003795278,0.891509847,2001,
423,-0.004190065,NA,2001,
424,-0.004190065,NA,2001,
425,-0.004190065,NA,2001,
426,-0.009194434,1.016466129,2001,
427,0.031946715,0.888508789,2001,
428,-0.004190065,NA,2001,
429,-0.004190065,NA,2001,
430,0.018185535,1.316718737,2001,
431,NA,NA,2001,
432,NA,NA,2001,
433,NA,NA,2001,
434,-0.004190065,NA,2001,
435,NA,NA,2001,
436,-0.004190065,NA,2001,
437,-0.004190065,NA,2001,
438,0.025054111,0.742266614,2001,
439,-0.018125216,1.273714729,2001,
440,NA,NA,2001,
441,-0.004190065,NA,2001,
442,-0.004190065,NA,2001,
443,-0.004190065,NA,2001,
444,-0.004190065,NA,2001,
445,-0.004190065,NA,2001,
446,0.031654501,1.025072642,2001,
447,0.014889205,1.316718737,2001,
448,NA,NA,2001,
449,-0.004190065,NA,2001,
450,-0.004190065,NA,2001,
451,-0.009031622,1.194454897,2001,
452,0.003295161,1.016466129,2001,
453,-0.004190065,NA,2001,
454,-0.004190065,NA,2001,
455,-0.004190065,NA,2001,
456,-0.004190065,NA,2001,
457,-0.004190065,NA,2001,
458,-0.004190065,NA,2001,
459,-0.004190065,NA,2001,
460,-0.004190065,NA,2001,
461,0.033947908,1.244928541,2001,
462,0.014821202,0.888508789,2001,
463,NA,NA,2001,
464,-0.025419534,0.833983897,2001,
465,-0.004190065,NA,2001,
466,0.017717072,NA,2001,
467,0.017055104,1.016466129,2001,
468,0.014146559,1.012282597,2001,
469,-0.004190065,NA,2001,
470,-0.004190065,NA,2001,
471,-0.030010181,1.234008606,2001,
472,-0.004190065,NA,2001,
473,-0.004190065,NA,2001,
474,-0.004190065,NA,2001,
475,-0.004190065,NA,2001,
476,-0.004190065,NA,2001,
477,-0.004190065,NA,2001,
478,0.022803137,0.969070646,2001,
479,-0.003078562,1.074155871,2001,
480,0.062566422,1.258291799,2001,
481,-0.004190065,NA,2001,
482,NA,NA,2001,
483,-0.050121081,NA,2001,
484,-0.050803263,0.83909662,2001,
485,0.005589243,1.142163157,2001,
486,0.009930314,1.016466129,2001,
487,-0.004190065,NA,2001,
488,-0.004190065,NA,2001,
489,0.011181604,1.062511272,2001,
490,-0.003639381,1.438487969,2001,
491,-0.004190065,NA,2001,
492,-0.004190065,NA,2001,
493,-0.004190065,NA,2001,
494,NA,NA,2001,
495,-0.004190065,NA,2001,
496,-0.012000616,1.12874881,2001,
497,NA,NA,2001,
498,-0.004190065,NA,2001,
499,-0.004190065,NA,2001,
500,-0.004190065,NA,2001,
501,-0.018502024,1.248908163,2001,
502,0.01921995,0.833983897,2001,
503,-0.004190065,NA,2001,
504,-0.004190065,NA,2001,
505,-0.004190065,NA,2001,
506,-0.004190065,NA,2001,
507,-0.004190065,NA,2001,
508,NA,NA,2001,
509,-0.004190065,NA,2001,
510,-0.004190065,NA,2001,
511,-0.004190065,NA,2001,
512,-0.004190065,NA,2001,
513,NA,NA,2001,
514,-0.004190065,NA,2001,
515,-0.082328707,1.081631913,2001,
516,-0.004190065,NA,2001,
517,-0.004190065,NA,2001,
518,-0.004190065,NA,2001,
519,-0.004190065,NA,2001,
520,-0.004190065,NA,2001,
521,-0.012739416,1.197907367,2001,
522,-0.004190065,NA,2001,
523,-0.004190065,NA,2001,
524,-0.004190065,NA,2001,
525,0.042719754,1.207384859,2001,
526,-0.004190065,NA,2001,
527,-0.004190065,NA,2001,
528,-0.004190065,NA,2001,
529,-0.004190065,NA,2001,
530,-0.006205612,1.427334209,2001,
531,-0.004190065,NA,2001,
532,0.020618798,1.273622806,2001,
533,-0.004190065,NA,2001,
534,0.039733215,0.889284661,2001,
535,0.069625393,1.221273657,2001,
536,-0.004190065,NA,2001,
537,-0.004190065,NA,2001,
538,-0.004190065,NA,2001,
539,-0.004190065,NA,2001,
540,-0.004190065,NA,2001,
541,-0.004190065,NA,2001,
542,-0.004190065,NA,2001,
543,NA,NA,2001,
544,-0.041300861,0.908157559,2001,
545,0.032495808,0.963879159,2001,
546,-0.004190065,NA,2001,
547,-0.006542067,1.012282597,2001,
548,NA,NA,2001,
549,-0.004190065,NA,2001,
550,0.045103901,1.248908163,2001,
551,0.107668295,1.61161516,2001,
552,NA,NA,2001,
553,-0.004190065,NA,2001,
554,-0.004190065,NA,2001,
555,-0.004190065,NA,2001,
556,NA,NA,2001,
557,0.033109924,1.258291799,2001,
558,-0.006822634,1.134109133,2001,
559,-0.002729597,1.210918247,2001,
560,-0.004190065,NA,2001,
561,-0.004190065,NA,2001,
562,NA,NA,2001,
563,-0.004190065,NA,2001,
564,-0.062161021,1.022627872,2001,
565,-0.004190065,NA,2001,
566,-0.026103369,1.288717282,2001,
567,-0.004190065,NA,2001,
568,-0.004190065,NA,2001,
569,-0.004190065,NA,2001,
570,-0.004190065,NA,2001,
571,-0.004190065,NA,2001,
572,NA,NA,2001,
573,-0.004190065,NA,2001,
574,-0.004190065,NA,2001,
575,-0.004190065,NA,2001,
576,-0.004190065,NA,2001,
577,0.003642302,NA,2001,
578,0.035005377,0.83909662,2001,
579,-0.004190065,NA,2001,
580,0.001790989,0.742266614,2001,
581,-0.004190065,NA,2001,
582,-0.004190065,NA,2001,
583,-0.004190065,NA,2001,
584,0.010078677,1.134109133,2001,
585,-0.004190065,NA,2001,
586,-0.013786193,0.908157559,2001,
587,-0.036904046,0.969070646,2001,
588,NA,NA,2001,
589,-0.004190065,NA,2001,
590,0.015385083,1.134109133,2001,
591,0.016168132,1.288717282,2001,
592,NA,NA,2001,
593,0.001490454,1.427334209,2001,
594,-0.004190065,NA,2001,
595,-0.004190065,NA,2001,
596,NA,NA,2001,
597,-0.004190065,NA,2001,
598,-0.004190065,NA,2001,
599,-0.004190065,NA,2001,
600,-0.001155047,1.081631913,2001,
601,-0.004190065,NA,2001,
602,NA,NA,2001,
603,-0.004190065,NA,2001,
604,0.032392015,1.142163157,2001,
605,-0.004190065,NA,2001,
606,NA,NA,2001,
607,-0.004190065,NA,2001,
608,-0.004190065,NA,2001,
609,-0.004190065,NA,2001,
610,NA,NA,2001,
611,-0.007574589,1.064645954,2001,
612,-0.004190065,NA,2001,
613,-0.004190065,NA,2001,
614,NA,NA,2001,
615,-0.004190065,NA,2001,
616,0.012721517,1.235073152,2001,
617,-0.004190065,NA,2001,
618,-0.004190065,NA,2001,
619,-0.004190065,NA,2001,
620,-0.004190065,NA,2001,
621,-0.004190065,NA,2001,
622,0.006209603,0.978904339,2001,
623,-0.004190065,NA,2001,
624,0.008130523,1.261459658,2001,
625,0.025294348,1.308472492,2001,
626,-0.012305709,1.295782571,2001,
627,-0.026115946,0.969975388,2001,
628,-0.004190065,NA,2001,
629,-0.004190065,NA,2001,
630,-0.004190065,NA,2001,
631,-0.004190065,NA,2001,
632,-0.004190065,NA,2001,
633,-0.004190065,NA,2001,
634,-0.004190065,NA,2001,
635,-0.004190065,NA,2001,
636,-0.004190065,NA,2001,
637,-0.004190065,NA,2001,
638,-0.004190065,NA,2001,
639,-0.016044202,1.248908163,2001,
640,-0.004190065,NA,2001,
641,NA,NA,2001,
642,-0.004190065,NA,2001,
643,-0.004190065,NA,2001,
644,-0.004190065,NA,2001,
645,NA,NA,2001,
646,-0.004190065,NA,2001,
647,-0.004304074,1.12874881,2001,
648,-0.004190065,NA,2001,
649,-0.004190065,NA,2001,
650,-0.017533949,0.914116855,2001,
651,-0.004190065,NA,2001,
652,0.056758044,1.364235453,2001,
653,0.051087602,0.889890793,2001,
654,-0.004190065,NA,2001,
655,-0.004190065,NA,2001,
656,-0.004190065,NA,2001,
657,0.00810194,1.234008606,2001,
658,-0.004190065,NA,2001,
659,-0.015378496,1.081631913,2001,
660,-0.004190065,NA,2001,
661,-0.004190065,NA,2001,
662,NA,NA,2001,
663,-0.004190065,NA,2001,
664,-0.004190065,NA,2001,
665,-0.004190065,NA,2001,
666,-0.004190065,NA,2001,
667,-0.004190065,NA,2001,
668,-0.010996001,1.244928541,2001,
669,NA,NA,2001,
670,-0.004190065,NA,2001,
671,-0.025299581,1.044047302,2001,
672,0.003157145,1.094669093,2001,
673,-0.032274413,1.025072642,2001,
674,-0.004190065,NA,2001,
675,0.011972496,0.904574315,2001,
676,-0.004190065,NA,2001,
677,NA,NA,2001,
678,-0.004190065,NA,2001,
679,-0.004190065,NA,2001,
680,NA,NA,2001,
681,0.038318343,0.891509847,2001,
682,-0.004190065,NA,2001,
683,NA,NA,2001,
684,-0.004190065,NA,2001,
685,-0.004190065,NA,2001,
686,-0.004190065,NA,2001,
687,NA,NA,2001,
688,-0.004190065,NA,2001,
689,NA,NA,2001,
690,NA,NA,2001,
691,-0.009235554,0.771553016,2001,
692,-0.004190065,0.680199291,2001,
693,-0.031223663,1.142163157,2001,
694,-0.004190065,NA,2001,
695,0.00144552,0.861864033,2001,
696,-0.004190065,NA,2001,
697,0.001614501,1.238362373,2001,
698,NA,NA,2001,
699,-0.004190065,NA,2001,
700,-0.004190065,NA,2001,
701,0.033250161,1.295782571,2001,
702,-0.004190065,NA,2001,
703,0.023062215,1.438487969,2001,
704,-0.004190065,NA,2001,
705,-0.004190065,NA,2001,
706,-0.004190065,NA,2001,
707,NA,NA,2001,
708,-0.004190065,NA,2001,
709,-0.004190065,NA,2001,
710,-0.004190065,NA,2001,
711,-0.004190065,NA,2001,
712,-0.004190065,NA,2001,
713,-0.004190065,NA,2001,
714,-0.004190065,NA,2001,
715,-0.004190065,NA,2001,
716,-0.004190065,NA,2001,
717,-0.004190065,NA,2001,
718,-0.004190065,NA,2001,
719,-0.004190065,NA,2001,
720,NA,NA,2001,
721,-0.004190065,NA,2001,
722,-0.065128301,1.507296154,2001,
723,NA,NA,2001,
724,-0.004190065,NA,2001,
725,-0.004190065,NA,2001,
726,-0.004190065,NA,2001,
727,-0.004190065,NA,2001,
728,-0.004190065,NA,2001,
729,0.011829738,0.929059523,2001,
730,-0.004190065,NA,2001,
731,NA,NA,2001,
732,-0.004190065,NA,2001,
733,-0.004190065,NA,2001,
734,-0.004190065,NA,2001,
735,-0.013725383,1.273714729,2001,
736,-0.004190065,NA,2001,
737,-0.004190065,NA,2001,
738,-0.004190065,NA,2001,
739,NA,NA,2001,
740,0.008950983,0.828590273,2001,
741,-0.004190065,NA,2001,
742,NA,NA,2001,
743,-0.068951695,0.873803458,2001,
744,-0.004190065,NA,2001,
745,-0.004190065,NA,2001,
746,-0.004190065,NA,2001,
747,-0.04788174,1.054100354,2001,
748,-0.004190065,NA,2001,
749,-0.012487873,1.194454897,2001,
750,-0.004190065,NA,2001,
751,-0.022468234,1.262146231,2001,
752,-0.004190065,NA,2001,
753,NA,NA,2001,
754,-0.004190065,NA,2001,
755,NA,NA,2001,
756,-0.004190065,NA,2001,
757,-0.004190065,NA,2001,
758,NA,NA,2001,
759,-0.061193901,0.994280432,2001,
760,-0.004190065,NA,2001,
761,0.007478993,1.273714729,2001,
762,0.006937183,0.977668435,2001,
763,-0.004190065,NA,2001,
764,-0.050121081,1.074155871,2001,
765,-0.004190065,NA,2001,
766,-0.004190065,NA,2001,
767,-0.004190065,NA,2001,
768,NA,NA,2001,
769,-0.004190065,NA,2001,
770,NA,NA,2001,
771,-0.004190065,NA,2001,
772,-0.004190065,NA,2001,
773,-0.004190065,NA,2001,
774,-0.00360779,NA,2001,
775,-0.004190065,NA,2001,
776,0.0124223,1.221273657,2001,
777,-0.004190065,NA,2001,
778,-0.004190065,NA,2001,
779,-0.004190065,NA,2001,
780,NA,NA,2001,
781,NA,NA,2001,
782,-0.004190065,NA,2001,
783,-0.004190065,NA,2001,
784,-0.018254829,1.412776586,2001,
785,0.016444105,0.920989017,2001,
786,-0.004190065,NA,2001,
787,-0.004190065,NA,2001,
788,-0.004190065,NA,2001,
789,-0.030138654,0.969070646,2001,
790,NA,NA,2001,
791,-0.004190065,NA,2001,
792,NA,NA,2001,
793,0.025223772,1.244928541,2001,
794,-0.004190065,NA,2001,
795,-0.004190065,NA,2001,
796,-0.021095304,0.977668435,2001,
797,-0.004190065,NA,2001,
798,-0.004190065,NA,2001,
799,0.055911521,1.538940422,2001,
800,-0.004190065,NA,2001,
801,-0.087526932,0.94613689,2001,
802,0.00743082,1.054100354,2001,
803,0.00945353,0.978904339,2001,
804,-0.004190065,NA,2001,
805,-0.004190065,NA,2001,
806,-0.004190065,NA,2001,
807,-0.004190065,NA,2001,
808,-0.003114238,1.223713656,2001,
809,-0.053461917,1.221273657,2001,
810,-0.009226233,1.016466129,2001,
811,0.031676982,0.873803458,2001,
812,-0.004190065,NA,2001,
813,-0.019491005,0.904574315,2001,
814,0.027045114,1.016466129,2001,
815,-0.004190065,NA,2001,
816,-0.004190065,NA,2001,
817,-0.004190065,NA,2001,
818,-0.004190065,NA,2001,
819,-0.007715757,1.170269496,2001,
820,NA,NA,2001,
821,-0.004190065,NA,2001,
822,-0.004190065,NA,2001,
823,-0.004190065,NA,2001,
824,-0.004190065,NA,2001,
825,-0.004190065,NA,2001,
826,-0.004190065,NA,2001,
827,-0.004190065,NA,2001,
828,NA,NA,2001,
829,-0.004190065,NA,2001,
830,0.029353267,1.221273657,2001,
831,-0.004190065,NA,2001,
832,-0.004190065,NA,2001,
833,-0.004190065,NA,2001,
834,-0.004190065,NA,2001,
835,-0.004190065,NA,2001,
836,-0.004190065,NA,2001,
837,-0.004190065,NA,2001,
838,NA,NA,2001,
839,0.030883042,1.169619725,2001,
840,-0.004190065,NA,2001,
841,0.030515271,1.062511272,2001,
842,-0.004190065,NA,2001,
843,-0.004190065,NA,2001,
844,NA,NA,2001,
845,0.051492843,1.012282597,2001,
846,NA,NA,2001,
847,-0.024583952,1.170269496,2001,
848,-0.004190065,NA,2001,
849,0.021972435,0.866701747,2001,
850,NA,NA,2001,
851,-0.004190065,NA,2001,
852,-0.004190065,NA,2001,
853,0.026860025,0.872225526,2001,
854,NA,NA,2001,
855,0.00144576,0.978904339,2001,
856,-0.004190065,NA,2001,
857,-0.004190065,NA,2001,
858,-0.020365721,1.062511272,2001,
859,-0.004190065,NA,2001,
860,-0.004190065,NA,2001,
861,-0.004190065,NA,2001,
862,-0.004190065,NA,2001,
863,-0.004190065,NA,2001,
864,0.039511529,1.022627872,2001,
865,-0.004190065,NA,2001,
866,0.01307487,1.427334209,2001,
867,-0.004190065,NA,2001,
868,-0.004190065,NA,2001,
869,0.022116919,1.210918247,2001,
870,-0.025320005,0.977668435,2001,
871,0.054590418,1.165567446,2001,
872,0.018249814,1.012282597,2001,
873,-0.004190065,NA,2001,
874,0.011722552,0.872225526,2001,
875,-0.004190065,NA,2001,
876,0.019893893,1.234008606,2001,
877,NA,NA,2001,
878,0.01138834,1.054100354,2001,
879,-0.016382052,1.134109133,2001,
880,-0.004190065,NA,2001,
881,-0.004190065,NA,2001,
882,-0.058716607,1.61161516,2001,
883,-0.004190065,NA,2001,
884,-0.004190065,NA,2001,
885,-0.004190065,NA,2001,
886,-0.008113502,0.828590273,2001,
887,NA,NA,2001,
888,-0.004190065,NA,2001,
889,0.017902305,1.364235453,2001,
890,0.007952109,1.221273657,2001,
891,-0.004190065,NA,2001,
892,-0.004190065,NA,2001,
893,-0.004190065,NA,2001,
894,-0.004190065,NA,2001,
895,-0.004190065,NA,2001,
896,-0.004190065,NA,2001,
897,-0.004190065,NA,2001,
898,-0.004190065,NA,2001,
899,NA,NA,2001,
900,-0.004190065,NA,2001,
901,0.074488909,0.833983897,2001,
902,-0.004190065,NA,2001,
903,-0.004190065,NA,2001,
904,-0.004190065,NA,2001,
905,0.017610953,0.873803458,2001,
906,0.027065862,0.969975388,2001,
907,0.040602099,0.997419784,2001,
908,0.02201795,NA,2001,
909,NA,NA,2001,
910,NA,NA,2001,
911,-0.004190065,NA,2001,
912,-0.004190065,NA,2001,
913,-0.004190065,NA,2001,
914,0.054273768,0.66087061,2001,
915,0.014586334,1.022627872,2001,
916,NA,NA,2001,
917,NA,NA,2001,
918,-0.004190065,NA,2001,
919,-0.004190065,NA,2001,
920,0.026468588,0.914116855,2001,
921,-0.004190065,NA,2001,
922,-0.02776722,0.83909662,2001,
923,NA,NA,2001,
924,-0.004190065,NA,2001,
925,0.031669879,1.134109133,2001,
926,-0.004190065,NA,2001,
927,-0.003760109,1.142163157,2001,
928,-0.004190065,NA,2001,
929,-0.004190065,NA,2001,
930,-0.004190065,NA,2001,
931,-0.012179259,0.889890793,2001,
932,-0.014310843,1.505517442,2001,
933,-0.004190065,NA,2001,
934,-0.004190065,NA,2001,
935,-0.164459425,0.963879159,2001,
936,-0.004190065,NA,2001,
937,-0.004190065,NA,2001,
938,-0.004190065,NA,2001,
939,-0.038332675,1.134109133,2001,
940,0.009311328,1.025072642,2001,
941,-0.004190065,NA,2001,
942,0.038654363,1.169619725,2001,
943,NA,NA,2001,
944,NA,NA,2001,
945,0.032160742,1.273714729,2001,
946,-0.004190065,NA,2001,
947,NA,NA,2001,
948,-0.024781028,0.969070646,2001,
949,-0.004190065,NA,2001,
950,-0.004190065,NA,2001,
951,-0.004190065,NA,2001,
952,-0.004190065,NA,2001,
953,0.015861803,1.283113982,2001,
954,-0.004190065,NA,2001,
955,-0.004190065,NA,2001,
